Handle,Title,Variant SKU,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Cost per item,Included / United States,Category,Category handle,Sub-category,Sub-category handle,Collection,Metafield: game_stats.players [single_line_text_field],Metafield: game_stats.time [single_line_text_field],Metafield: game_stats.age [single_line_text_field],Metafield: game_stats.baby_cthulhus [number_integer],Metafield: game_stats.game_type [single_line_text_field],Metafield: game_stats.theme [single_line_text_field],Status,Game Line,Game Line Handle
lord-5-pulgasaur-vf,Lord 5 - Pulgasaur VF,PA-VF-L5,"Lord 5 - Pulgasaur VFPulgasaur, a new Demon Lord who grows in stages as you battle him. French EditionThis expansion enhances your gaming experience with new strategic options and high-quality components.",Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,230,shopify,10,deny,manual,19.99,24.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/PA-VF-L5-Pulgasaur.jpg,1,Lord 5 - Pulgasaur VF,FALSE,Lord 5 - Pulgasaur VF | Petersen Games,"Lord 5 - Pulgasaur VFPulgasaur, a new Demon Lord who grows in stages as you battle him. French EditionThis expansion enhances your gaming experience with new st...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-6-great-cthulhu,Lord 6 - Great Cthulhu,PA-L6,"The Great Cthulhu himself has come, summoned by the powers of hell itself! Also comes with 20 sanity tokens. When you battle Great Cthulhu, madness makes it difficult for heroes to decide when to retreat!",Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,860,shopify,10,deny,manual,19.99,29.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/02/Great-Cthulhu-1084.png,1,Lord 6 - Great Cthulhu,FALSE,Lord 6 - Great Cthulhu | Petersen Games,"The Great Cthulhu himself has come, summoned by the powers of hell itself! Also comes with 20 sanity tokens. When you battle Great Cthulhu, madness makes it dif...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-6-great-cthulhu-3mm-upgrade,Lord 6 - Great Cthulhu 3mm Upgrade,PA-L63MMUPGRADE,Lord 6 - Great Cthulhu 3mm Upgradeupgrade printed components of Great Cthulhu to 3mm punchboard materialThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,90,shopify,10,deny,manual,4.99,4.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/05/3mm-Cthulhu-1000.png,1,Lord 6 - Great Cthulhu 3mm Upgrade,FALSE,Lord 6 - Great Cthulhu 3mm Upgrade | Petersen Games,Lord 6 - Great Cthulhu 3mm Upgradeupgrade printed components of Great Cthulhu to 3mm punchboard materialThis expansion enhances your gaming experience with new...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-6-great-cthulhu-3mm-upgrade-vf,Lord 6 - Great Cthulhu 3mm Upgrade VF,PA-VF-L63MMUPGRADE,Lord 6 - Great Cthulhu 3mm Upgrade VFupgrade printed components of Great Cthulhu to 3mm punchboard material French EditionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,90,shopify,10,deny,manual,4.99,4.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/05/3mm-Cthulhu-1000-french.png,1,Lord 6 - Great Cthulhu 3mm Upgrade VF,FALSE,Lord 6 - Great Cthulhu 3mm Upgrade VF | Petersen Games,Lord 6 - Great Cthulhu 3mm Upgrade VFupgrade printed components of Great Cthulhu to 3mm punchboard material French EditionThis expansion enhances your gaming ex...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-6-great-cthulhu-de,Lord 6 - Great Cthulhu DE,PA-DE-L6,"The Great Cthulhu himself has come, summoned by the powers of hell itself! Also comes with 20 sanity tokens. When you battle Great Cthulhu, madness makes it difficult for heroes to decide when to retreat! German Edition",Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,860,shopify,10,deny,manual,19.99,29.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/PA-DE-L6-Great-Cthulhu.jpg,1,Lord 6 - Great Cthulhu DE,FALSE,Lord 6 - Great Cthulhu DE | Petersen Games,"The Great Cthulhu himself has come, summoned by the powers of hell itself! Also comes with 20 sanity tokens. When you battle Great Cthulhu, madness makes it dif...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-6-great-cthulhu-de-3mm-upgrade,Lord 6 - Great Cthulhu DE 3mm Upgrade,PA-DE-L63MMUPGRADE,Lord 6 - Great Cthulhu DE 3mm Upgradeupgrade printed components of Great Cthulhu to 3mm punchboard material German EditionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,90,shopify,10,deny,manual,4.99,4.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/05/3mm-Cthulhu-1000-german.png,1,Lord 6 - Great Cthulhu DE 3mm Upgrade,FALSE,Lord 6 - Great Cthulhu DE 3mm Upgrade | Petersen Games,Lord 6 - Great Cthulhu DE 3mm Upgradeupgrade printed components of Great Cthulhu to 3mm punchboard material German EditionThis expansion enhances your gaming e...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-6-great-cthulhu-vf,Lord 6 - Great Cthulhu VF,PA-VF-L6,"The Great Cthulhu himself has come, summoned by the powers of hell itself! Also comes with 20 sanity tokens. When you battle Great Cthulhu, madness makes it difficult for heroes to decide when to retreat! French Edition",Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,860,shopify,10,deny,manual,19.99,29.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/PA-VF-L6-Great-Cthulhu.jpg,1,Lord 6 - Great Cthulhu VF,FALSE,Lord 6 - Great Cthulhu VF | Petersen Games,"The Great Cthulhu himself has come, summoned by the powers of hell itself! Also comes with 20 sanity tokens. When you battle Great Cthulhu, madness makes it dif...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-7-spider-mastermind,Lord 7 - Spider Mastermind,PA-L7,Lord 7 - Spider MastermindThe largest most dangerous of all the Demon Lords...except the CyberDemon?This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,400,shopify,10,deny,manual,19.99,29.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/02/SpiderMastermind-1084.png,1,Lord 7 - Spider Mastermind,FALSE,Lord 7 - Spider Mastermind | Petersen Games,Lord 7 - Spider MastermindThe largest most dangerous of all the Demon Lords...except the CyberDemon?This expansion enhances your gaming experience with new stra...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-7-spider-mastermind-3mm-upgrade,Lord 7 - Spider Mastermind 3mm Upgrade,PA-L7-3MMUPGRADE,Lord 7 - Spider Mastermind 3mm Upgradeupgrade printed components of Spider Mastermind to 3mm punchboard materialThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,80,shopify,10,deny,manual,4.99,4.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/05/3mm-Spider-Mastermind-1000.png,1,Lord 7 - Spider Mastermind 3mm Upgrade,FALSE,Lord 7 - Spider Mastermind 3mm Upgrade | Petersen Games,Lord 7 - Spider Mastermind 3mm Upgradeupgrade printed components of Spider Mastermind to 3mm punchboard materialThis expansion enhances your gaming experience w...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-7-spider-mastermind-de,Lord 7 - Spider Mastermind DE,PA-DE-L7,Lord 7 - Spider Mastermind DEThe largest most dangerous of all the Demon Lords...except the CyberDemon? German EditionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,400,shopify,10,deny,manual,19.99,29.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/PA-DE-L7-Spider-Mastermind.jpg,1,Lord 7 - Spider Mastermind DE,FALSE,Lord 7 - Spider Mastermind DE | Petersen Games,Lord 7 - Spider Mastermind DEThe largest most dangerous of all the Demon Lords...except the CyberDemon? German EditionThis expansion enhances your gaming experi...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-7-spider-mastermind-de-3mm-upgrade,Lord 7 - Spider Mastermind DE 3mm Upgrade,PA-DE-L73MMUPGRADE,Lord 7 - Spider Mastermind DE 3mm Upgradeupgrade printed components of Spider Mastermind to 3mm punchboard material German EditionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,80,shopify,10,deny,manual,4.99,4.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/05/3mm-Spider-Mastermind-1000-german.png,1,Lord 7 - Spider Mastermind DE 3mm Upgrade,FALSE,Lord 7 - Spider Mastermind DE 3mm Upgrade | Petersen Games,Lord 7 - Spider Mastermind DE 3mm Upgradeupgrade printed components of Spider Mastermind to 3mm punchboard material German EditionThis expansion enhances your g...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
lord-7-spider-mastermind-vf,Lord 7 - Spider Mastermind VF,PA-VF-L7,Lord 7 - Spider Mastermind VFThe largest most dangerous of all the Demon Lords...except the CyberDemon? French EditionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,400,shopify,10,deny,manual,19.99,29.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/PA-VF-L7-Spider-Mastermind.jpg,1,Lord 7 - Spider Mastermind VF,FALSE,Lord 7 - Spider Mastermind VF | Petersen Games,Lord 7 - Spider Mastermind VFThe largest most dangerous of all the Demon Lords...except the CyberDemon? French EditionThis expansion enhances your gaming experi...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
magdalene-blister-pack,Magdalene Blister Pack,RPG-PA-25,"One of the most loathsome entities of the underworld, the blasphemous Magdalene is a hideous perversion of fertility, spawning and fostering new demons even as it battles your heroes.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,158,shopify,10,deny,manual,8.99,8.99,TRUE,TRUE,793611930926,https://petersengames.com/wp-content/uploads/2020/12/Magdalene.jpg,1,Magdalene Blister Pack,FALSE,Magdalene Blister Pack | Petersen Games,"One of the most loathsome entities of the underworld, the blasphemous Magdalene is a hideous perversion of fertility, spawning and fostering new demons even as ...",,,,TRUE,Miniatures (New Primary Category),,Planet Apocalypse Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Apocalyptic Horror,active,Miniature Blister Pack,miniature-blister-pack
mandrake-blister-pack,Mandrake Blister Pack,RPG-PA-19,"Homunculi issue forth from its robes, then quickly don human form. Is that your friend? Your mother? Or one of the malign creations of the mandrake…",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,113,shopify,10,deny,manual,8.99,8.99,TRUE,TRUE,793611930872,https://petersengames.com/wp-content/uploads/2020/12/Mandrake.jpg,1,Mandrake Blister Pack,FALSE,Mandrake Blister Pack | Petersen Games,"Homunculi issue forth from its robes, then quickly don human form. Is that your friend? Your mother? Or one of the malign creations of the mandrake…",,,,TRUE,Miniatures (New Primary Category),,Planet Apocalypse Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Apocalyptic Horror,active,Miniature Blister Pack,miniature-blister-pack
marry-the-monster,Marry the Monster,WG3,Marry the Monster is a game for 3 to 5 players in which each player scores points by building structures and having them remain until your next turn without being destroyed by the monster. Turns are taken by playing cards,Petersen Games,Marry the Monster,"uncategorized, strategy,category-core-games,subcategory-board-games",TRUE,,,,,,,500,shopify,10,deny,manual,29.99,0,TRUE,TRUE,,,1,Marry the Monster,FALSE,Marry the Monster is a game for 3 to 5 players in which each player scores points by building structures and having them remain until your next turn without being destroyed by the monster. Turns are taken by playing cards | Petersen Games,Marry the Monster is a game for 3 to 5 players in which each player scores points by building structures and having them remain until your next turn without being destroyed by the monster. Turns are taken by playing cards - Premium tabletop gaming from Petersen Games,,,,TRUE,Core Game,category-core-games,Board Games,subcategory-board-games,all,3-5 players,30 min,14,1,Light Strategy,Fantasy,active,uncategorized,uncategorized
masks-of-nyarlathotep,Masks of Nyarlathotep,CW-U10,"Masks of NyarlathotepThe Thousand Forms of the Crawling Chaos - Nyarlathotep! Or, maybe just four of them. This expansion enhances your gaming experience with new strategic options and high-quality components.",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,670,shopify,10,deny,manual,33.99,39.99,TRUE,TRUE,680569978233,https://petersengames.com/wp-content/uploads/2019/03/Masks-of-Nyarlathotep-Box-Render.jpg,1,Masks of Nyarlathotep,FALSE,Masks of Nyarlathotep | Petersen Games,"Masks of NyarlathotepThe Thousand Forms of the Crawling Chaos - Nyarlathotep! Or, maybe just four of them. This expansion enhances your gaming experience with n...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
masks-of-nyarlathotep-vf,Masks of Nyarlathotep (VF),CW-VF-U10,"The Thousand Forms of the Crawling Chaos - Nyarlathotep! Or, maybe just four of them. French Edition.",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,450,shopify,10,deny,manual,33.99,39.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/CW-VF-U10-Masks-of-Nyarlathotep.jpg,1,Masks of Nyarlathotep (VF),FALSE,Masks of Nyarlathotep (VF) | Petersen Games,"The Thousand Forms of the Crawling Chaos - Nyarlathotep! Or, maybe just four of them. French Edition.",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
minion-pack,Minion Pack,OMD-Minion,Minion PackContains 4 new minion types and 14 figures to add to your gamesThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Orcs Must Die!,"Orcs Must Die!, cooperative,strategy,tactical,tower-defense,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,220,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,680569977885,https://petersengames.com/wp-content/uploads/2019/03/OMD-MINION-pack-box.jpg,1,Minion Pack,FALSE,Minion Pack | Petersen Games,Minion PackContains 4 new minion types and 14 figures to add to your gamesThis expansion enhances your gaming experience with new strategic options and high-qua...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Fantasy,active,Orcs Must Die!,orcs-must-die
monstrous-art-prints,Monstrous Art Prints,EHP-Art,"Monstrous Art Prints5 high quality art prints, each on a 12.5 x 12.5” sheet of high quality, textured art paper!This expansion enhances your gaming experience with new strategic options and high-quality components.",Petersen Games,Evil High Priest,"Evil High Priest, cosmic-horror,lovecraftian,horror,expansion,art-print,accessories,category-accessories",TRUE,,,,,,,1190,shopify,10,deny,manual,12.99,24.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/06/EHP-Art-Print.jpg,1,Monstrous Art Prints,FALSE,Monstrous Art Prints | Petersen Games,"Monstrous Art Prints5 high quality art prints, each on a 12.5 x 12.5” sheet of high quality, textured art paper!This expansion enhances your gaming experience w...",,,,TRUE,Bling & Accessories,category-accessories,Fine Art,,cthulhu-wars,n/a,n/a,n/a,n/a,Worker Placement,Cosmic Horror,active,Evil High Priest,evil-high-priest
moonbeast-blister-pack,Moonbeast Blister Pack,RPG-U1-N10,"Moonbeast- Sailing down on a great ship from the moon, this great greyish-white slippery thing can expand and contract at will. It is a fit worshiper of the Great Old Ones.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,80,shopify,10,deny,manual,5.99,5.99,TRUE,TRUE,793611930070,https://petersengames.com/wp-content/uploads/2019/11/MoonBeast_BlisterPack.png,1,Moonbeast Blister Pack,FALSE,Moonbeast Blister Pack | Petersen Games,"Moonbeast- Sailing down on a great ship from the moon, this great greyish-white slippery thing can expand and contract at will. It is a fit worshiper of the Gre...",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
mother-hydra-blister-pack,Mother Hydra Blister Pack,RPG-GOO1-N19,"Mother Hydra- The ultimate development of the Deep One ruling class, Mother Hydra is a title that rotates, given to the current most-powerful deep one female.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,101,shopify,10,deny,manual,8.99,8.99,TRUE,TRUE,793611930087,https://petersengames.com/wp-content/uploads/2019/11/MotherHydra_BlisterPack.png,1,Mother Hydra Blister Pack,FALSE,Mother Hydra Blister Pack | Petersen Games,"Mother Hydra- The ultimate development of the Deep One ruling class, Mother Hydra is a title that rotates, given to the current most-powerful deep one female.",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
mr-shiny,Mr. Shiny,D-E1,Mr. ShinyA new monster for DicensteinThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Dicenstein,"Dicenstein, expansion,strategy,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,50,shopify,10,deny,manual,4.99,4.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/cropped-petersen-games-Logo.png,1,Mr. Shiny,FALSE,Mr. Shiny | Petersen Games,Mr. ShinyA new monster for DicensteinThis expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Dice Bash,Monster Mash,active,Dicenstein,dicenstein
mutant-blister-pack,Mutant Blister Pack,RPG-F1-V1,Mutant- The first stage of degeneration from human to Outer God larva. How long can it hide its true nature?,Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,45,shopify,10,deny,manual,5.99,5.99,TRUE,TRUE,793611930094,https://petersengames.com/wp-content/uploads/2019/11/Mutant_BlisterPack.png,1,Mutant Blister Pack,FALSE,Mutant Blister Pack | Petersen Games,Mutant- The first stage of degeneration from human to Outer God larva. How long can it hide its true nature?,,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
mythos-satyr-blister-pack,Mythos Satyr Blister Pack,RPG-RC2-1,Mythos Satyr- The awful result of a human’s experimentation with the magic of the mythos. Now he (or she?) has deteriorated into a ravening animalistic horror.,Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,60,shopify,10,deny,manual,5.99,5.99,TRUE,TRUE,793611930100,https://petersengames.com/wp-content/uploads/2019/11/MythosSatyr_BlisterPack.png,1,Mythos Satyr Blister Pack,FALSE,Mythos Satyr Blister Pack | Petersen Games,Mythos Satyr- The awful result of a human’s experimentation with the magic of the mythos. Now he (or she?) has deteriorated into a ravening animalistic horror.,,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
neutral-unit-identifiers,Neutral Unit Identifiers,CW-U26,"144 plastic rings to fit on your neutral unit bases! There are an equal number of rings in each of the first 9 Faction's colors- 6 per color in 25mm, 3 per color in 40mm, 3 per color in 50mm, 3 per color in 60mm, 1 per color in 80mm",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,750,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2018/07/CW-U26-O3.png,1,Neutral Unit Identifiers,FALSE,Neutral Unit Identifiers | Petersen Games,"144 plastic rings to fit on your neutral unit bases! There are an equal number of rings in each of the first 9 Faction's colors- 6 per color in 25mm, 3 per colo...",,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
neutral-unit-identifiers-bubastis,Neutral Unit Identifiers - Bubastis,CW-U35,Neutral Unit Identifiers - Bubastis16 Neutral Unit Identifiers for Bubastis FactionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,71.7,shopify,10,deny,manual,7.5,7.5,TRUE,TRUE,793611931343,https://petersengames.com/wp-content/uploads/2019/03/cropped-petersen-games-Logo.png,1,Neutral Unit Identifiers - Bubastis,FALSE,Neutral Unit Identifiers - Bubastis | Petersen Games,Neutral Unit Identifiers - Bubastis16 Neutral Unit Identifiers for Bubastis FactionThis expansion enhances your gaming experience with new strategic options and...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
neutral-unit-identifiers-daemon-sultan,Neutral Unit Identifiers - Daemon Sultan,CW-U37,Neutral Unit Identifiers - Daemon Sultan16 Neutral Unit Identifiers for Daemon Sultan FactionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,71.7,shopify,10,deny,manual,7.5,7.5,TRUE,TRUE,793611931367,https://petersengames.com/wp-content/uploads/2019/03/cropped-petersen-games-Logo.png,1,Neutral Unit Identifiers - Daemon Sultan,FALSE,Neutral Unit Identifiers - Daemon Sultan | Petersen Games,Neutral Unit Identifiers - Daemon Sultan16 Neutral Unit Identifiers for Daemon Sultan FactionThis expansion enhances your gaming experience with new strategic o...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
neutral-unit-identifiers-o4,Neutral Unit Identifiers O4,CW-U26-O4,"176 plastic rings to fit on your neutral unit bases! There are an equal number of rings in each of the 11 Faction's colors- 6 per color in 25mm, 3 per color in 40mm, 3 per color in 50mm, 3 per color in 60mm, 1 per color in 80mm",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,550,shopify,10,deny,manual,33.99,39.99,TRUE,TRUE,793611932623,https://petersengames.com/wp-content/uploads/2018/07/CW-U26-O4.png,1,Neutral Unit Identifiers O4,FALSE,Neutral Unit Identifiers O4 | Petersen Games,"176 plastic rings to fit on your neutral unit bases! There are an equal number of rings in each of the 11 Faction's colors- 6 per color in 25mm, 3 per color in ...",,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
