Handle,Title,Variant SKU,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Cost per item,Included / United States,Category,Category handle,Sub-category,Sub-category handle,Collection,Metafield: game_stats.players [single_line_text_field],Metafield: game_stats.time [single_line_text_field],Metafield: game_stats.age [single_line_text_field],Metafield: game_stats.baby_cthulhus [number_integer],Metafield: game_stats.game_type [single_line_text_field],Metafield: game_stats.theme [single_line_text_field],Status,Game Line,Game Line Handle
100-glow-skulls,100 Glow Skulls,OMD-Glow,100 Glow Skulls100 glow in the dark skulls for Orcs Must Die!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Orcs Must Die!,"Orcs Must Die!, cooperative,strategy,tactical,tower-defense,expansion,category-accessories,subcategory-tokens-markers",TRUE,,,,,,,50,shopify,10,deny,manual,4.99,9.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/OMD-100-Glow-Skulls.jpg,1,100 Glow Skulls,FALSE,100 Glow Skulls | Petersen Games,100 Glow Skulls100 glow in the dark skulls for Orcs Must Die!This expansion enhances your gaming experience with new strategic options and high-quality componen...,,,,TRUE,Bling & Accessories,category-accessories,Tokens & Markers,subcategory-tokens-markers,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Fantasy,active,Orcs Must Die!,orcs-must-die
20-extra-battle-dice,20 Extra Battle Dice,CW-E13,20 Extra Battle DiceCustom Engraved Battle DiceThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,110,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,793611930407,https://petersengames.com/wp-content/uploads/2019/03/20-Battle-Dice.jpg,1,20 Extra Battle Dice,FALSE,20 Extra Battle Dice | Petersen Games,20 Extra Battle DiceCustom Engraved Battle DiceThis expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
3mm-doom-and-ritual-tracks,3mm Doom and Ritual Tracks,CW-E17,This includes the Doom Track and all Ritual of Annihilation Tracks for 3-8 players all in 3mm punchboard material.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,300,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,793611932388,https://petersengames.com/wp-content/uploads/2019/03/3mm-Doom-and-Ritual-Tracks.jpg,1,3mm Doom and Ritual Tracks,FALSE,3mm Doom and Ritual Tracks | Petersen Games,This includes the Doom Track and all Ritual of Annihilation Tracks for 3-8 players all in 3mm punchboard material.,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
3mm-doom-and-ritual-tracks-vf,3mm Doom and Ritual Tracks (VF),CW-VF-E17,This includes the Doom Track and all Ritual of Annihilation Tracks for 3-8 players all in 3mm punchboard material. French Edition.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,290,shopify,10,deny,manual,9.99,19.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/CW-VF-E17-3mm-Doom-and-Ritual-Tracks.jpg,1,3mm Doom and Ritual Tracks (VF),FALSE,3mm Doom and Ritual Tracks (VF) | Petersen Games,This includes the Doom Track and all Ritual of Annihilation Tracks for 3-8 players all in 3mm punchboard material. French Edition.,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
3mm-faction-card-pack-o1,3mm Faction Card Pack O1,CW-E10,3mm Faction Card Pack O1Original 7 Cthulhu Wars Faction Cards in 3mm punchboard material (Onslaught 2 edition)This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,730,shopify,10,deny,manual,9.99,9.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/Thick-Punchboard-Faction-Cards.jpg,1,3mm Faction Card Pack O1,FALSE,3mm Faction Card Pack O1 | Petersen Games,3mm Faction Card Pack O1Original 7 Cthulhu Wars Faction Cards in 3mm punchboard material (Onslaught 2 edition)This expansion enhances your gaming experience wit...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
3mm-faction-card-pack-o3,3mm Faction Card Pack O3,CW-E10-O3,3mm Faction Card Pack O3Original 7 Cthulhu Wars Faction Cards in 3mm punchboard material (Onslaught 3 edition)This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,780,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/06/CW-E10-O3.png,1,3mm Faction Card Pack O3,FALSE,3mm Faction Card Pack O3 | Petersen Games,3mm Faction Card Pack O3Original 7 Cthulhu Wars Faction Cards in 3mm punchboard material (Onslaught 3 edition)This expansion enhances your gaming experience wit...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
3mm-faction-card-pack-o4,3mm Faction Card Pack O4,CW-E10-O4,3mm Faction Card Pack O4Original 7 Cthulhu Wars Faction Cards in 3mm punchboard material (Onslaught 4 edition)This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,760,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,793611932357,https://petersengames.com/wp-content/uploads/2023/05/CW-E10-O4.png,1,3mm Faction Card Pack O4,FALSE,3mm Faction Card Pack O4 | Petersen Games,3mm Faction Card Pack O4Original 7 Cthulhu Wars Faction Cards in 3mm punchboard material (Onslaught 4 edition)This expansion enhances your gaming experience wit...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
3mm-faction-card-pack-vf,3mm Faction Card Pack (VF),CW-VF-E10,Original 7 Cthulhu Wars Faction Cards in 3mm punchboard material (Onslaught 2 edition). French Edition.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,730,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/CW-VF-E10-Thick-Punchboard-Faction-Cards-O3-300x300-1.jpg,1,3mm Faction Card Pack (VF),FALSE,3mm Faction Card Pack (VF) | Petersen Games,Original 7 Cthulhu Wars Faction Cards in 3mm punchboard material (Onslaught 2 edition). French Edition.,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
6-8-player-dreamlands-map,6-8 Player Dreamlands Map,CW-M7,6-8 Player Dreamlands MapAllows play up to 8 players. You need the normal Dreamlands Map expansion to use this!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1250,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,793611932470,https://petersengames.com/wp-content/uploads/2019/03/6-8-Player-Dreamlands-Map-Boards-6-player.jpg,1,6-8 Player Dreamlands Map,FALSE,6-8 Player Dreamlands Map | Petersen Games,6-8 Player Dreamlands MapAllows play up to 8 players. You need the normal Dreamlands Map expansion to use this!This expansion enhances your gaming experience wi...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,6-8 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
6-8-player-earth-map,6-8 Player Earth Map,CW-M4,6-8 Player Earth MapEarth map allows play up to 8 players!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1300,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,680569977748,https://petersengames.com/wp-content/uploads/2019/03/Map-Boards-of-Earth.jpg,1,6-8 Player Earth Map,FALSE,6-8 Player Earth Map | Petersen Games,6-8 Player Earth MapEarth map allows play up to 8 players!This expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,6-8 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
6-8-player-library-of-celaeno-map,6-8 Player Library of Celaeno Map,CW-M9,6-8 Player Library of Celaeno MapAllows play up to 8 players. You need the normal Celaeno Map expansion to use this!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1250,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,793611932494,https://petersengames.com/wp-content/uploads/2019/03/6-8-Player-Library-at-Celaeno-Map-Boards.jpg,1,6-8 Player Library of Celaeno Map,FALSE,6-8 Player Library of Celaeno Map | Petersen Games,6-8 Player Library of Celaeno MapAllows play up to 8 players. You need the normal Celaeno Map expansion to use this!This expansion enhances your gaming experien...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,6-8 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
6-8-player-map-pack,6-8 Player Map Pack,CW-M10,6-8 Player Map PackALL the 6-8 Player Maps (EXCEPT Shaggai).This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,7200,shopify,10,deny,manual,69.99,79.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/6-8-player-map-pack-box.jpg,1,6-8 Player Map Pack,FALSE,6-8 Player Map Pack | Petersen Games,6-8 Player Map PackALL the 6-8 Player Maps (EXCEPT Shaggai).This expansion enhances your gaming experience with new strategic options and high-quality component...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,6-8 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
6-8-player-map-pack-o4,6-8 Player Map Pack O4,CW-M10-O4,6-8 Player Map Pack O4ALL the 6-8 Player Maps (including Shaggai).This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,7200,shopify,10,deny,manual,99.99,99.99,TRUE,TRUE,793611932418,https://petersengames.com/wp-content/uploads/2023/05/CW-M10-O4.png,1,6-8 Player Map Pack O4,FALSE,6-8 Player Map Pack O4 | Petersen Games,6-8 Player Map Pack O4ALL the 6-8 Player Maps (including Shaggai).This expansion enhances your gaming experience with new strategic options and high-quality com...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,6-8 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
6-8-player-primeval-map,6-8 Player Primeval Map,CW-M6,6-8 Player Primeval MapAllows play up to 8 players. You need the normal Primeval Map expansion to use this!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1250,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,793611932463,https://petersengames.com/wp-content/uploads/2019/03/6-8-Player-Primeval-Map-Boards-6-player.jpg,1,6-8 Player Primeval Map,FALSE,6-8 Player Primeval Map | Petersen Games,6-8 Player Primeval MapAllows play up to 8 players. You need the normal Primeval Map expansion to use this!This expansion enhances your gaming experience with n...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,6-8 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
6-8-player-shaggai-map,6-8 Player Shaggai Map,CW-M12,6-8 Player Shaggai MapAllows play up to 8 players. You need the normal Shaggai Map expansion to use this!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1340,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,793611932425,https://petersengames.com/wp-content/uploads/2019/03/6-8-Player-Shaggai-Map.jpg,1,6-8 Player Shaggai Map,FALSE,6-8 Player Shaggai Map | Petersen Games,6-8 Player Shaggai MapAllows play up to 8 players. You need the normal Shaggai Map expansion to use this!This expansion enhances your gaming experience with new...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,6-8 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
6-8-player-yuggoth-map,6-8 Player Yuggoth Map,CW-M8,6-8 Player Yuggoth MapAllows play up to 8 players. You need the normal Yuggoth Map expansion to use this!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1250,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,793611932487,https://petersengames.com/wp-content/uploads/2019/03/6-8-Player-Yuggoth-Map-Boards-6-player.jpg,1,6-8 Player Yuggoth Map,FALSE,6-8 Player Yuggoth Map | Petersen Games,6-8 Player Yuggoth MapAllows play up to 8 players. You need the normal Yuggoth Map expansion to use this!This expansion enhances your gaming experience with new...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,6-8 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
8-bit-attack,8-Bit-Attack,8-BIT-ATTACK,"8 Bit Attack is a game of manic co-operative battle, inspired by the old side-scrolling console games we all loved. Each player controls a gallant 8-bit hero who, with his friends, must defeat a series of boss creatures. Power-up your heroes until they’re tough enough to take on the final boss – none other than Cthulhu himself! Dozens of heroes and enemies enliven the game. Both heroes and enemies are drawn from multiple universes – the realms of Myth, Demons, Cultists, and Aliens. Fight foes ranging from shoggoths to cacodemons to gnomes to cosmic clouds. Wield potions, magical runes, lasers, and super-powers. You’ll need to apply both tactics and strategy as you work with your friends to defeat these fearsome foes.",Petersen Games,8 Bit Attack,"8 Bit Attack, cooperative,tactical,strategy,category-core-games,subcategory-board-games",TRUE,,,,,,,1610,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,793611930483,https://petersengames.com/wp-content/uploads/2020/02/8-bit-box-1084.png,1,8-Bit-Attack,FALSE,8-Bit-Attack | Petersen Games,"8 Bit Attack is a game of manic co-operative battle, inspired by the old side-scrolling console games we all loved. Each player controls a gallant 8-bit hero wh…",,,,TRUE,Core Game,category-core-games,Board Games,subcategory-board-games,all,1-5 players,60 min,10,1,Battle Co-op,Retro,active,8 Bit Attack,8-bit-attack
8-bit-attack-apocalypse,8-Bit-Attack: Apocalypse,8-BIT-ATTACK-3,"Vanquish the evil demons of the very apocalypse in this expansion to 8-Bit Attack! The Apocalypse expansions adds 9 new heroes, 55 new enemies, 20 new champions, and a new final boss – The Spider Mastermind!",Petersen Games,8 Bit Attack,"8 Bit Attack, expansion,strategy,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,550,shopify,10,deny,manual,10.99,11.99,TRUE,TRUE,793611930520,https://petersengames.com/wp-content/uploads/2020/02/8-bit-demon-box-1084.png,1,8-Bit-Attack: Apocalypse,FALSE,8-Bit-Attack: Apocalypse | Petersen Games,"Vanquish the evil demons of the very apocalypse in this expansion to 8-Bit Attack! The Apocalypse expansions adds 9 new heroes, 55 new enemies, 20 new champions...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Battle Co-op,Retro,active,8 Bit Attack,8-bit-attack
8-bit-attack-happy-halloween,8-Bit-Attack: Happy Halloween!,8-BIT-ATTACK-5,"Happy Halloween! The Happy Halloween expansion to 8-Bit Attack adds 8 new heroes based on classic movie monsters, 5 new enemies, plus a new final boss – none other than Count Dracula himself!",Petersen Games,8 Bit Attack,"8 Bit Attack, expansion,strategy,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,300,shopify,10,deny,manual,6.99,6.99,TRUE,TRUE,793611930520,https://petersengames.com/wp-content/uploads/2020/02/8-bit-halloween-box-1084.png,1,8-Bit-Attack: Happy Halloween!,FALSE,8-Bit-Attack: Happy Halloween! | Petersen Games,"Happy Halloween! The Happy Halloween expansion to 8-Bit Attack adds 8 new heroes based on classic movie monsters, 5 new enemies, plus a new final boss – none o...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Battle Co-op,Retro,active,8 Bit Attack,8-bit-attack
8-bit-attack-hyperspeed,8-Bit-Attack: Hyperspeed,8-BIT-ATTACK-4,"Blast through hyperspace as a star faring hero and battle aliens from across the cosmos in this expansion to 8-Bit Attack! The Hyperspeed expansion adds 11 new heroes, 55 new enemies, 20 new champions, and a new final boss – The Galaxy Eel",Petersen Games,8 Bit Attack,"8 Bit Attack, expansion,strategy,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,570,shopify,10,deny,manual,10.99,11.99,TRUE,TRUE,793611930537,https://petersengames.com/wp-content/uploads/2020/02/8-bit-space-box-1084.png,1,8-Bit-Attack: Hyperspeed,FALSE,8-Bit-Attack: Hyperspeed | Petersen Games,Blast through hyperspace as a star faring hero and battle aliens from across the cosmos in this expansion to 8-Bit Attack! The Hyperspeed expansion adds 11 new ...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Battle Co-op,Retro,active,8 Bit Attack,8-bit-attack
8-bit-attack-mythic-legends,8-Bit-Attack: Mythic Legends,8-BIT-ATTACK-2,"Champion the cause of Right against beings of myth and legend in this expansion to 80-Bit Attack! The Mythic Legends expansion adds 12 new heroes, 55 new enemies, 20 new chamnpions, and a new final boss - the Mad God!",Petersen Games,8 Bit Attack,"8 Bit Attack, expansion,strategy,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,580,shopify,10,deny,manual,10.99,11.99,TRUE,TRUE,793611930513,https://petersengames.com/wp-content/uploads/2020/02/8-bit-mythic-box-1084.png,1,8-Bit-Attack: Mythic Legends,FALSE,8-Bit-Attack: Mythic Legends | Petersen Games,"Champion the cause of Right against beings of myth and legend in this expansion to 80-Bit Attack! The Mythic Legends expansion adds 12 new heroes, 55 new enemi...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Battle Co-op,Retro,active,8 Bit Attack,8-bit-attack
8-bit-attack-yog-sothothery,8-Bit-Attack: Yog-Sothothery,8-BIT-ATTACK-1,"Battle the evil cultists and monsters of the Cthulhu Mythos in this expansion to 8-Bit Attack! The Yog-Sothothery expansion adds 9 new heroes, 55 new enemies, 20 new champions, and a new final boss – Azathoth!",Petersen Games,8 Bit Attack,"8 Bit Attack, expansion,strategy,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,550,shopify,10,deny,manual,10.99,11.99,TRUE,TRUE,793611930506,https://petersengames.com/wp-content/uploads/2020/02/8-bit-yog-sothothery-box-1084.png,1,8-Bit-Attack: Yog-Sothothery,FALSE,8-Bit-Attack: Yog-Sothothery | Petersen Games,"Battle the evil cultists and monsters of the Cthulhu Mythos in this expansion to 8-Bit Attack! The Yog-Sothothery expansion adds 9 new heroes, 55 new enemies, 2...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Battle Co-op,Retro,active,8 Bit Attack,8-bit-attack
9-11-earth-map-part-1-of-2-map-only,9-11 Earth Map (Part 1 of 2; Map only),CW-M14A,"They said it couldn't be done! Actually, no one said that. But our enemies beyond the stars might be thinking this. If you want to play Cthulhu Wars with UP TO ELEVEN playable Factions then you need both this and a lobotomy!",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1820,shopify,10,deny,manual,49.99,49.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/cropped-petersen-games-Logo.png,1,9-11 Earth Map (Part 1 of 2; Map only),FALSE,9-11 Earth Map (Part 1 of 2; Map only) | Petersen Games,"They said it couldn't be done! Actually, no one said that. But our enemies beyond the stars might be thinking this. If you want to play Cthulhu Wars with UP TO ...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,9-12 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
abhoth-blister-pack,Abhoth Blister Pack,RPG-GOO1-N16,"Abhoth Blister PackAbhoth- The living pool of eternally-spawning loathsomeness, ultimate source of all earth life.This expansion enhances your gaming experience with new strategic options and high-quality components.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,152,shopify,10,deny,manual,8.99,14.99,TRUE,TRUE,793611929708,https://petersengames.com/wp-content/uploads/2019/11/Abhoth_BlisterPack.png,1,Abhoth Blister Pack,FALSE,Abhoth Blister Pack | Petersen Games,"Abhoth Blister PackAbhoth- The living pool of eternally-spawning loathsomeness, ultimate source of all earth life.This expansion enhances your gaming experience...",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
abomination-blister-pack,Abomination Blister Pack,RPG-F1-V2,Abomination- A dreadful hybrid of an Outer God and humankind. What terrifying powers does he manifest?,Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,73,shopify,10,deny,manual,7.99,7.99,TRUE,TRUE,793611929715,https://petersengames.com/wp-content/uploads/2019/11/Abomination_BlisterPack.png,1,Abomination Blister Pack,FALSE,Abomination Blister Pack | Petersen Games,Abomination- A dreadful hybrid of an Outer God and humankind. What terrifying powers does he manifest?,,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
acolyte-activity-book,Acolyte Activity Book,AP-RABC2,"ACOLYTE ACTIVITY BOOK- Every order comes with the Acolyte Activity Book! Colour outside the dimensions if you dare! The Acolyte Activity book contains every image from the “Rock-a-Bye Cthulhu” nursery rhyme book in black and white, PLUS activities designed with esoteric mathematical formulas derived form the spheres beyond.",Petersen Games,Book,"Book, cosmic-horror,lovecraftian,book,family,beginner-friendly,category-books,subcategory-art-books",TRUE,,,,,,,110,shopify,10,deny,manual,4.99,4.99,TRUE,TRUE,680569978462,https://petersengames.com/wp-content/uploads/2023/05/Acolyte-Activity-Book-Cover.png,1,Acolyte Activity Book,FALSE,Acolyte Activity Book | Petersen Games,ACOLYTE ACTIVITY BOOK- Every order comes with the Acolyte Activity Book! Colour outside the dimensions if you dare! The Acolyte Activity book contains every ima...,,,,TRUE,Books & Literature,category-books,Art Books,subcategory-art-books,cthulhu-wars,n/a,n/a,n/a,n/a,n/a,Cosmic Horror,active,Book,book
acolyte-blister-pack,Acolyte Blister Pack,RPG-CG-A,"Acolyte- From his ancient tome he intones the words of power. Beware, sane world. The realm of madness awakens at his command.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,50,shopify,10,deny,manual,5.99,5.99,TRUE,TRUE,793611929722,https://petersengames.com/wp-content/uploads/2019/11/Acolyte_BlisterPack.png,1,Acolyte Blister Pack,FALSE,Acolyte Blister Pack | Petersen Games,"Acolyte- From his ancient tome he intones the words of power. Beware, sane world. The realm of madness awakens at his command.",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
alternate-combat-dice-pack,Alternate Combat Dice Pack,PA-DICE-1,Alternate Combat Dice Pack30 additional combat dice (red set- a palette to match the demons' shades)This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Planet Apocalypse,"Planet Apocalypse, cooperative,strategy,tactical,tower-defense,sci-fi,demons,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,130,shopify,10,deny,manual,6.99,14.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/02/Warm-Dice-1084.png,1,Alternate Combat Dice Pack,FALSE,Alternate Combat Dice Pack | Petersen Games,Alternate Combat Dice Pack30 additional combat dice (red set- a palette to match the demons' shades)This expansion enhances your gaming experience with new stra...,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,expansions,n/a,n/a,n/a,n/a,Tower Defense Co-op,Apocalyptic Horror,active,Planet Apocalypse,planet-apocalypse
